customer_id,customer_name
933,"Tgk. Putri Laksita, S.E.I"
934,Wani Gunawan
935,Muni Saefullah
936,Zulfa Wibowo
937,Ganep Marpaung
938,"Tgk. Lurhur Utama, S.Ked"
939,Karimah Najmudin
940,Farhunnisa Hutapea
941,"Dt. Wira Mansur, S.Farm"
942,Jamalia Firmansyah
943,Puti Eka Farida
944,"R. Olga Januar, S.E."
945,Cut Betania Fujiati
946,Yuliana Wijayanti
947,Balidin Latupono
948,Yani Wibisono
949,Kasusra Maryadi
950,Martani Hutagalung
951,Latif Rahayu
952,Artawan Simbolon
953,"Makuta Manullang, S.I.Kom"
954,Irfan Wibowo
955,Zalindra Thamrin
956,Kamaria Nashiruddin
957,Sutan Hamzah Waskita
958,Soleh Pertiwi
959,"Sabrina Puspita, S.Gz"
960,"KH. Martana Nashiruddin, S.Gz"
961,Asmianto Nashiruddin
962,Ana Permata
963,"Sutan Kusuma Dongoran, S.T."
964,Wardaya Gunarto
965,Alambana Wacana
966,Ismail Simbolon
967,"Sutan Malik Lailasari, S.T."
968,Dr. Edi Sitompul
969,Artawan Prabowo
970,Gatra Yulianti
971,Indah Hutasoit
972,"Padma Usada, M.Kom."
973,Cemeti Waluyo
974,Julia Permadi
975,Elvina Haryanto
976,Iriana Utama
977,"Dian Wibisono, S.E."
978,Jefri Najmudin
979,Dr. Mala Mayasari
980,Ana Tarihoran
981,Irsad Maulana
982,Olivia Dabukke
983,Almira Napitupulu
984,"R. Aisyah Puspasari, S.Psi"
985,Ami Januar
986,Pardi Nurdiyanti
987,"Wadi Dabukke, S.E."
988,"Puput Haryanti, S.Ked"
989,Dadap Waskita
990,Mursita Suryatmi
991,Kemba Firgantoro
992,"dr. Hilda Hutagalung, M.Pd"
993,Dr. Jarwa Pradana
994,Belinda Waskita
995,"Cawisono Tarihoran, S.Pt"
996,Salimah Mandala
997,"R.M. Opan Laksita, S.E.I"
998,"Drs. Balangga Nashiruddin, S.Kom"
999,"Ir. Kamaria Tamba, S.IP"
1000,"Kacung Maheswara, M.M."
